S000000001	TFC3	YAL001C|FUN24|TSV115
S000006032	CAR1	YPL111W|LPH15|arginase|cargA
S000006033	PEX25	YPL112C
S000006034	YPL113C	YPL113C|glyoxylate reductase
S000006036	BEM3	YPL115C
S000006037	HOS3	YPL116W
S000006038	IDI1	YPL117C|BOT2|LPH10|isopentenyl-diphosphate delta-isomerase IDI1
S000006039	MRP51	YPL118W|mitochondrial 37S ribosomal protein MRP51
S000006040	DBP1	YPL119C|LPH8
S000006041	VPS30	YPL120W|APG6|ATG6|VPT30
S000006042	MEI5	YPL121C|LPH6
S000006043	TFB2	YPL122C
S000006044	RNY1	YPL123C
S000006045	SPC29	YPL124W|LPH3|NIP29
S000006046	KAP120	YPL125W|LPH2
S000006047	NAN1	YPL126W|UTP17
S000006048	HHO1	YPL127C
S000006049	TBF1	YPL128C|LPI16
S000006050	TAF14	YPL129W|ANC1|SWP29|TAF30|TFG3
S000006051	SPO19	YPL130W
S000006052	RPL5	YPL131W|LPI14|RPL1|ribosomal 60S subunit protein L5
S000006053	COX11	YPL132W|LPI13|PSO7
S000006054	RDS2	YPL133C
S000006055	ODC1	YPL134C
S000006056	ISU1	YPL135W|NUA1
S000006058	GIP3	YPL137C
S000006059	SPP1	YPL138C|CPS40|SAF41
S000006060	UME1	YPL139C|WTM3
S000006061	MKK2	YPL140C|LPI6|SSP33
S000006062	FRK1	YPL141C
S000006064	RPL33A	YPL143W|RPL37A|ribosomal 60S subunit protein L33A
S000006065	POC4	YPL144W|DMP1|PBA4
S000006066	KES1	YPL145C|BSR3|LPI3|OSH4
S000006067	NOP53	YPL146C|RRP16
S000006068	PXA1	YPL147W|ATP-binding cassette long-chain fatty acid transporter PXA1|LPI1|PAL1|PAT2|SSH2
S000006069	PPT2	YPL148C
S000006070	ATG5	YPL149W|APG5
S000006071	YPL150W	YPL150W|non-specific serine/threonine protein kinase
S000006072	PRP46	YPL151C|NTC50
S000006073	RRD2	YPL152W|YPA2|peptidylprolyl isomerase RRD2
S000006074	RAD53	YPL153C|LSD1|MEC2|SPK1
S000006075	PEP4	YPL154C|PHO9|PRA1|yscA
S000006076	KIP2	YPL155C
S000006077	PRM4	YPL156C
S000006078	TGS1	YPL157W
S000006079	AIM44	YPL158C|GPS1
S000006080	PET20	YPL159C
S000006081	CDC60	YPL160W|leucine--tRNA ligase CDC60
S000006082	BEM4	YPL161C|ROM7
S000006083	YPL162C	YPL162C
S000006084	SVS1	YPL163C
S000006085	MLH3	YPL164C|mismatch repair protein MLH3
S000006086	SET6	YPL165C
S000006087	ATG29	YPL166W
S000006088	REV3	YPL167C|PSO1
S000006089	YPL168W	YPL168W
S000006090	MEX67	YPL169C
S000006091	DAP1	YPL170W
S000006092	OYE3	YPL171C|ZRG6
S000006093	COX10	YPL172C
S000006094	MRPL40	YPL173W|mitochondrial 54S ribosomal protein YmL40
S000006095	NIP100	YPL174C|PAC13
S000006096	SPT14	YPL175W|CWH6|GPI3
S000006097	TRE1	YPL176C
S000006098	CUP9	YPL177C
S000006099	CBC2	YPL178W|CBP20|MUD13|SAE1
S000006100	PPQ1	YPL179W|SAL6
S000006101	TCO89	YPL180W
S000006102	CTI6	YPL181W|RXT1
S000006104	RTT10	YPL183C|ERE2|TRM734
S000006105	MRN1	YPL184C|PTR69
S000006107	UIP4	YPL186C
S000006108	MF(ALPHA)1	YPL187W
S000006109	POS5	YPL188W
S000006110	GUP2	YPL189W
S000006111	NAB3	YPL190C|HMD1
S000006112	YPL191C	YPL191C
S000006113	PRM3	YPL192C
S000006114	RSA1	YPL193W
S000006115	DDC1	YPL194W
S000006116	APL5	YPL195W|YKS4
S000006117	OXR1	YPL196W
S000006119	RPL7B	YPL198W|ribosomal 60S subunit protein L7B
S000006120	YPL199C	YPL199C
S000006121	CSM4	YPL200W
S000006122	YIG1	YPL201C
S000006123	AFT2	YPL202C
S000006124	TPK2	YPL203W|PKA2|PKA3|YKR1
S000006125	HRR25	YPL204W|KTI14
S000006127	PGC1	YPL206C
S000006128	TYW1	YPL207W
S000006129	RKM1	YPL208W
S000006130	IPL1	YPL209C|PAC15
S000006131	SRP72	YPL210C
S000006132	NIP7	YPL211W
S000006133	PUS1	YPL212C|pseudouridine synthase PUS1
S000006134	LEA1	YPL213W
S000006135	THI6	YPL214C|bifunctional hydroxyethylthiazole kinase/thiamine-phosphate diphosphorylase
S000006136	CBP3	YPL215W
S000006137	YPL216W	YPL216W
S000006138	BMS1	YPL217C
S000006139	SAR1	YPL218W
S000006140	PCL8	YPL219W
S000006141	RPL1A	YPL220W|SSM1|ribosomal 60S subunit protein L1A
S000006142	FLC1	YPL221W|BOP1|HUF1
S000006143	FMP40	YPL222W
S000006144	GRE1	YPL223C
S000006145	MMT2	YPL224C|MFT2
S000006146	YPL225W	YPL225W
S000006147	NEW1	YPL226W
S000006148	ALG5	YPL227C|dolichyl-phosphate beta-glucosyltransferase
S000006149	CET1	YPL228W|CES5
S000006150	YPL229W	YPL229W
S000006151	USV1	YPL230W|NSF1
S000006152	FAS2	YPL231W|trifunctional fatty acid synthase subunit FAS2
S000006153	SSO1	YPL232W
S000006154	NSL1	YPL233W
S000006155	VMA11	YPL234C|CLS9|TFP3
S000006156	RVB2	YPL235W|RuvB family ATP-dependent DNA helicase reptin|TIH2|TIP48|TIP49B
S000006157	ENV7	YPL236C
S000006158	SUI3	YPL237W
S000006160	YAR1	YPL239W
S000006161	HSP82	YPL240C|HSP90|Hsp90 family chaperone HSP82
S000006162	CIN2	YPL241C
S000006163	IQG1	YPL242C|CYK1
S000006164	SRP68	YPL243W
S000006165	HUT1	YPL244C
S000006166	YPL245W	YPL245W
S000006167	RBD2	YPL246C
S000006168	YPL247C	YPL247C
S000006169	GAL4	YPL248C|GAL81
S000006170	GYP5	YPL249C
S000006171	ICY2	YPL250C
S000006173	YAH1	YPL252C
S000006174	VIK1	YPL253C
S000006175	HFI1	YPL254W|ADA1|GAN1|SRM12|SUP110
S000006176	BBP1	YPL255W
S000006177	CLN2	YPL256C
S000006178	YPL257W	YPL257W
S000006179	THI21	YPL258C|bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase
S000006180	APM1	YPL259C|YAP54
S000006181	YPL260W	YPL260W
S000006183	FUM1	YPL262W|fumarase FUM1
S000006184	KEL3	YPL263C
S000006185	YPL264C	YPL264C
S000006186	DIP5	YPL265W
S000006187	DIM1	YPL266W|CDH1
S000006188	ACM1	YPL267W
S000006189	PLC1	YPL268W|phosphatidylinositol phospholipase C
S000006190	KAR9	YPL269W
S000006191	MDL2	YPL270W|ATP-binding cassette permease MDL2
S000006192	ATP15	YPL271W|ATPEPSILON|F1F0 ATP synthase subunit epsilon
S000006193	YPL272C	YPL272C
S000006194	SAM4	YPL273W
S000006195	SAM3	YPL274W
S000006196	FDH2	YPL275W
S000006197	YPL276W	YPL276W|FDH2
S000006198	YPL277C	YPL277C
S000006199	YPL278C	YPL278C
S000006200	YPL279C	YPL279C
S000006201	HSP32	YPL280W
S000006202	ERR2	YPL281C|phosphopyruvate hydratase ERR2
S000006203	PAU22	YPL282C
S000006204	YRF1-7	YPL283C|Y' element ATP-dependent helicase protein 1 copy 7|YRF1
S000006205	CIT3	YPR001W|citrate (Si)-synthase CIT3
S000006206	PDH1	YPR002W
S000006207	YPR003C	YPR003C
S000006208	AIM45	YPR004C
S000006209	HAL1	YPR005C
S000006210	ICL2	YPR006C|methylisocitrate lyase ICL2
S000006211	REC8	YPR007C|SPO69
S000006212	HAA1	YPR008W
S000006213	SUT2	YPR009W
S000006214	RPA135	YPR010C|RPA2|RRN2|SRP3
S000006215	YPR011C	YPR011C
S000006217	CMR3	YPR013C
S000006219	YPR015C	YPR015C
S000006220	TIF6	YPR016C|CDC95
S000006221	DSS4	YPR017C
S000006222	RLF2	YPR018W|CAC1
S000006223	MCM4	YPR019W|CDC54|HCD21
S000006224	ATP20	YPR020W|F1F0 ATP synthase subunit g
S000006225	AGC1	YPR021C
S000006226	YPR022C	YPR022C
S000006227	EAF3	YPR023C
S000006228	YME1	YPR024W|OSD1|YTA11
S000006229	CCL1	YPR025C
S000006230	ATH1	YPR026W|alpha,alpha-trehalase ATH1
S000006231	YPR027C	YPR027C
S000006232	YOP1	YPR028W|YIP2
S000006233	APL4	YPR029C
S000006234	CSR2	YPR030W|ART8|MRG19
S000006235	NTO1	YPR031W
S000006236	SRO7	YPR032W|SNI1|SOP1
S000006237	HTS1	YPR033C|TSM4572|histidine--tRNA ligase
S000006238	ARP7	YPR034W|RSC11|SWP61
S000006239	GLN1	YPR035W|glutamate--ammonia ligase
S000006240	VMA13	YPR036W|CLS11
S000006241	ERV2	YPR037C
S000006244	TIP41	YPR040W
S000006245	TIF5	YPR041W|SUI5
S000006246	PUF2	YPR042C
S000006247	RPL43A	YPR043W|ribosomal 60S subunit protein L43A
S000006249	THP3	YPR045C|MNI2
S000006250	MCM16	YPR046W
S000006251	MSF1	YPR047W|phenylalanine--tRNA ligase
S000006252	TAH18	YPR048W
S000006253	ATG11	YPR049C|CVT9
S000006255	MAK3	YPR051W|NAA30
S000006256	NHP6A	YPR052C
S000006258	SMK1	YPR054W
S000006259	SEC8	YPR055W
S000006260	TFB4	YPR056W
S000006261	BRR1	YPR057W
S000006262	YMC1	YPR058W
S000006264	ARO7	YPR060C|HGS1|OSM2|TYR7|chorismate mutase ARO7
S000006265	JID1	YPR061C
S000006266	FCY1	YPR062W|cytosine deaminase|yCD
S000006267	YPR063C	YPR063C
S000006269	ROX1	YPR065W|REO1
S000006270	UBA3	YPR066W|NEDD8-activating protein UBA3
S000006271	ISA2	YPR067W
S000006272	HOS1	YPR068C|CST3
S000006273	SPE3	YPR069C|spermidine synthase
S000006274	MED1	YPR070W
S000006275	YPR071W	YPR071W
S000006276	NOT5	YPR072W|CCR4-NOT core subunit NOT5
S000006277	LTP1	YPR073C
S000006278	TKL1	YPR074C|transketolase TKL1
S000006279	OPY2	YPR075C
S000006282	YPR078C	YPR078C
S000006283	MRL1	YPR079W
S000006284	TEF1	YPR080W|EF-1 alpha
S000006285	GRS2	YPR081C|putative glycine--tRNA ligase
S000006286	DIB1	YPR082C|SNU16
S000006287	MDM36	YPR083W
S000006288	YPR084W	YPR084W
S000006289	ASA1	YPR085C
S000006290	SUA7	YPR086W|SOH4
S000006292	SRP54	YPR088C|SRH1
S000006293	YPR089W	YPR089W|YPR090W
S000006295	NVJ2	YPR091C
S000006297	ASR1	YPR093C|ubiquitin-protein ligase ASR1
S000006298	RDS3	YPR094W
S000006299	SYT1	YPR095C
S000006300	YPR096C	YPR096C
S000006301	YPR097W	YPR097W
S000006302	YPR098C	YPR098C
S000006304	MRPL51	YPR100W|mitochondrial 54S ribosomal protein MRPL51
S000006305	SNT309	YPR101W|NTC25
S000006306	RPL11A	YPR102C|ribosomal 60S subunit protein L11A
S000006307	PRE2	YPR103W|DOA3|PRG1|SRR2|proteasome core particle subunit beta 5
S000006308	FHL1	YPR104C|SPP42
S000006309	COG4	YPR105C|COD1|SEC38|SGF1
S000006310	ISR1	YPR106W
S000006311	YTH1	YPR107C
S000006312	RPN7	YPR108W|proteasome regulatory particle lid subunit RPN7
S000006313	YPR109W	YPR109W
S000006314	RPC40	YPR110C|RPC5
S000006315	DBF20	YPR111W
S000006316	MRD1	YPR112C
S000006317	PIS1	YPR113W|CDP-diacylglycerol--inositol 3-phosphatidyltransferase
S000006318	YPR114W	YPR114W
S000006319	RGC1	YPR115W|GCA1
S000006320	RRG8	YPR116W
S000006321	YPR117W	YPR117W
S000006322	MRI1	YPR118W|S-methyl-5-thioribose-1-phosphate isomerase MRI1
S000006323	CLB2	YPR119W
S000006324	CLB5	YPR120C
S000006325	THI22	YPR121W|putative phosphomethylpyrimidine kinase
S000006326	AXL1	YPR122W|FUS5|STE22
S000006328	CTR1	YPR124W
S000006329	YLH47	YPR125W|MRS7
S000006331	YPR127W	YPR127W|pyridoxine 4-dehydrogenase
S000006332	ANT1	YPR128C
S000006333	SCD6	YPR129W|LSM13
S000006335	NAT3	YPR131C|NAA20|RAD56
S000006336	RPS23B	YPR132W|ribosomal 40S subunit protein S23B
S000006337	SPN1	YPR133C|IWS1
S000006338	MSS18	YPR134W
S000006339	CTF4	YPR135W|CHL15|POB1
S000006341	RRP9	YPR137W
S000006342	MEP3	YPR138C
S000006343	LOA1	YPR139C|VPS66|lysophosphatidic acid acyltransferase LOA1
S000006344	TAZ1	YPR140W
S000006345	KAR3	YPR141C|OSR11
S000006347	RRP15	YPR143W
S000006348	NOC4	YPR144C|UTP19
S000006349	ASN1	YPR145W|asparagine synthase (glutamine-hydrolyzing) 1
S000006351	YPR147C	YPR147C
S000006352	YPR148C	YPR148C
S000006353	NCE102	YPR149W|NCE2
S000006355	SUE1	YPR151C
S000006356	URN1	YPR152C
S000006357	YPR153W	YPR153W
S000006358	PIN3	YPR154W|LSB2
S000006359	NCA2	YPR155C
S000006360	TPO3	YPR156C
S000006361	TDA6	YPR157W
S000006362	CUR1	YPR158W
S000006363	KRE6	YPR159W|CWH48
S000006364	GPH1	YPR160W
S000006365	SGV1	YPR161C|BUR1
S000006366	ORC4	YPR162C|origin recognition complex subunit 4
S000006367	TIF3	YPR163C|RBL3|STM1
S000006368	MMS1	YPR164W|RTT108|SLM6
S000006369	RHO1	YPR165W
S000006370	MRP2	YPR166C|mitochondrial 37S ribosomal protein MRP2
S000006371	MET16	YPR167C|phosphoadenylyl-sulfate reductase (thioredoxin)
S000006372	NUT2	YPR168W|MED10
S000006373	JIP5	YPR169W
S000006375	BSP1	YPR171W
S000006376	YPR172W	YPR172W|pyridoxal 5'-phosphate synthase
S000006377	VPS4	YPR173C|AAA family ATPase VPS4|CSC1|DID6|END13|GRD13|VPL4|VPT10
S000006378	YPR174C	YPR174C
S000006379	DPB2	YPR175W
S000006380	BET2	YPR176C
S000006382	PRP4	YPR178W|RNA4
S000006383	HDA3	YPR179C|PLO1
S000006384	AOS1	YPR180W|E1 ubiquitin-activating protein AOS1|RHC31
S000006385	SEC23	YPR181C
S000006386	SMX3	YPR182W
S000006387	DPM1	YPR183W|SED3|dolichyl-phosphate beta-D-mannosyltransferase
S000006388	GDB1	YPR184W|bifunctional 4-alpha-glucanotransferase/amylo-alpha-1,6-glucosidase
S000006389	ATG13	YPR185W|APG13
S000006390	PZF1	YPR186C|TFC2
S000006391	RPO26	YPR187W|RPB6
S000006392	MLC2	YPR188C
S000006393	SKI3	YPR189W|SKI5
S000006394	RPC82	YPR190C|RPC3|RPC80
S000006395	QCR2	YPR191W|COR2|UCR2|ubiquinol--cytochrome-c reductase subunit 2
S000006396	AQY1	YPR192W
S000006397	HPA2	YPR193C
S000006398	OPT2	YPR194C
S000006400	YPR196W	YPR196W
S000006402	SGE1	YPR198W|NOR1
S000006403	ARR1	YPR199C|ACR1|YAP8
S000006404	ARR2	YPR200C|ACR2
S000006405	ARR3	YPR201W|ACR3
S000006406	YPR202W	YPR202W
S000006407	YPR203W	YPR203W
S000006408	YPR204W	YPR204W|Y' element ATP-dependent helicase
S000006409	YEL077C	YEL077C|Y' element ATP-dependent helicase
S000006429	CCW14	YLR390W-A|ICWP|SSR1|YLR391W|YLR391W-A
S000006430	MRP10	YDL045W-A|mitochondrial 37S ribosomal protein YmS-T
S000006431	YOR008C-A	YOR008C-A
S000006432	EST3	YIL009C-A
S000006433	TOM5	YPR133W-A|MOM8A
S000006434	LSM3	YLR438C-A|SMX4|USS2
S000006435	DID2	YKR035W-A|CHM1|FTI1|VPL30|VPS46
S000006436	RPL22B	YFL034C-A|YFL035C-B|ribosomal 60S subunit protein L22B
S000006437	RPL29	YFR032C-A|ribosomal 60S subunit protein L29
S000006438	RPL36B	YPL249C-A|ribosomal 60S subunit protein L36B
S000006439	HTL1	YCR020W-B
S000006440	SNR48	snR48
S000006441	SNR50	snR50
S000006442	SNR51	snR51
S000006443	SNR52	snR52
S000006444	SNR53	snR53
S000006445	SNR54	snR54
S000006446	SNR55	snR55
S000006447	SNR56	snR56
S000006448	SNR57	snR57
S000006449	SNR58	snR58
S000006450	SNR59	snR59
S000006451	SNR60	snR60
S000006452	SNR61	snR61
S000006453	SNR62	snR62
S000006454	SNR63	snR63
S000006455	SNR64	snR64
S000006456	SNR65	snR65
S000006457	SNR66	snR66
S000006458	SNR67	snR67
S000006459	SNR68	snR68
S000006460	SNR69	snR69
S000006461	SNR70	snR70
S000006462	SNR71	snR71
S000006478	LSR1	snR20
S000006479	RDN5-1	RDN5
S000006480	RDN5-2	RDN5
S000006481	RDN5-3	RDN5
S000006482	RDN18-1	RDN18
S000006483	RDN18-2	RDN18
S000006484	RDN25-1	RDN25
S000006485	RDN25-2	RDN25
S000006488	RDN58-1	RDN58
S000006489	RDN58-2	RDN58
S000006490	RPR1	
S000006491	SCR1	
S000006492	SNR3	snR3
S000006493	SNR4	snR4
S000006494	SNR6	snR6
S000006495	SNR7-L	snR7-L|SNR7
S000006496	SNR7-S	snR7-S|SNR7
S000006497	SNR8	snR8
S000006498	SNR13	snR13
S000006499	SNR14	snR14
S000006500	SNR34	snR34
S000006501	SNR37	snR37
S000006502	SNR42	snR42
S000006503	SNR43	snR43
S000006504	SNR44	snR44
S000006505	SNR45	snR45
S000006506	SNR46	snR46
S000006507	SNR47	snR47
S000006508	SNR128	snR128
S000006509	SNR190	snR190
S000006510	tA(AGC)D	tA(AGC)D
S000006511	tA(AGC)F	tA(AGC)F
S000006512	tA(AGC)G	tA(AGC)G
S000006513	tA(AGC)H	tA(AGC)H
S000006514	tA(AGC)J	tA(AGC)J
S000006515	tA(AGC)K1	tA(AGC)K1
S000006516	tA(AGC)K2	tA(AGC)K2
S000006517	tA(AGC)L	tA(AGC)L
S000006518	tA(AGC)M1	tA(AGC)M1
S000006519	tA(AGC)M2	tA(AGC)M2
S000006520	tA(AGC)P	tA(AGC)P
S000006521	tA(UGC)A	tA(UGC)A
S000006522	tA(UGC)E	tA(UGC)E
S000006523	tA(UGC)G	tA(UGC)G
S000006524	tA(UGC)L	tA(UGC)L
S000006525	tA(UGC)O	tA(UGC)O
S000006526	tC(GCA)B	tC(GCA)B
S000006527	tC(GCA)G	tC(GCA)G
S000006528	tC(GCA)P1	tC(GCA)P1
S000006529	tC(GCA)P2	tC(GCA)P2
S000006530	tD(GUC)B	tD(GUC)B
S000006531	tD(GUC)D	tD(GUC)D
S000006532	tD(GUC)G1	tD(GUC)G1
S000006533	tD(GUC)G2	tD(GUC)G2
S000006534	tD(GUC)I1	tD(GUC)I1
S000006535	tD(GUC)I2	tD(GUC)I2
S000006536	tD(GUC)J1	tD(GUC)J1
S000006537	tD(GUC)J2	tD(GUC)J2
S000006538	tD(GUC)J3	tD(GUC)J3
S000006539	tD(GUC)J4	tD(GUC)J4
S000006540	tD(GUC)K	tD(GUC)K
S000006541	tD(GUC)L1	tD(GUC)L1
S000006542	tD(GUC)L2	tD(GUC)L2
S000006543	tD(GUC)M	tD(GUC)M
S000006544	tD(GUC)N	tD(GUC)N
S000006545	tD(GUC)O	tD(GUC)O
S000006546	tE(CUC)D	tE(CUC)D
S000006547	tE(CUC)I	tE(CUC)I
S000006548	tE(UUC)B	tE(UUC)B
S000006549	tE(UUC)C	tE(UUC)C
S000006550	tE(UUC)E1	tE(UUC)E1
S000006551	tE(UUC)E2	tE(UUC)E2
S000006552	tE(UUC)E3	tE(UUC)E3
S000006553	SOE1	tE(UUC)G1
S000006554	tE(UUC)G2	tE(UUC)G2
S000006555	tE(UUC)G3	tE(UUC)G3
S000006556	tE(UUC)I	tE(UUC)I
S000006557	tE(UUC)J	tE(UUC)J
S000006558	tE(UUC)K	tE(UUC)K
S000006559	tE(UUC)L	tE(UUC)L
S000006560	tE(UUC)M	tE(UUC)M
S000006561	tE(UUC)P	tE(UUC)P
S000006562	tF(GAA)B	tF(GAA)B
S000006563	tF(GAA)D	tF(GAA)D
S000006564	tF(GAA)F	tF(GAA)F
S000006565	tF(GAA)G	tF(GAA)G
S000006566	tF(GAA)H1	tF(GAA)H1
S000006567	tF(GAA)H2	tF(GAA)H2
S000006568	tF(GAA)M	tF(GAA)M
S000006569	tF(GAA)N	tF(GAA)N
S000006570	tF(GAA)P1	tF(GAA)P1
S000006571	tF(GAA)P2	tF(GAA)P2
S000006572	SUF3	tG(CCC)D
S000006573	SUF5	tG(CCC)O
S000006574	tG(GCC)B	tG(GCC)B
S000006575	SUF16	tG(GCC)C
S000006576	tG(GCC)D1	tG(GCC)D1
S000006577	tG(GCC)D2	tG(GCC)D2
S000006578	tG(GCC)E	tG(GCC)E
S000006579	SUF20	tG(GCC)F1
S000006580	tG(GCC)F2	tG(GCC)F2
S000006581	tG(GCC)G1	tG(GCC)G1
S000006582	tG(GCC)G2	tG(GCC)G2
S000006583	tG(GCC)J1	tG(GCC)J1
S000006584	tG(GCC)J2	tG(GCC)J2
S000006585	tG(GCC)M	tG(GCC)M
S000006586	tG(GCC)O1	tG(GCC)O1
S000006587	SUF17	tG(GCC)O2
S000006588	tG(GCC)P1	tG(GCC)P1
S000006589	tG(GCC)P2	tG(GCC)P2
S000006590	SUF4	tG(UCC)G
S000006591	SUF6	tG(UCC)N
S000006592	SUF1	tG(UCC)O
S000006593	tH(GUG)E1	tH(GUG)E1
S000006594	tH(GUG)E2	tH(GUG)E2
S000006595	tH(GUG)G1	tH(GUG)G1
S000006596	tH(GUG)G2	tH(GUG)G2
S000006597	tH(GUG)H	tH(GUG)H
S000006598	tH(GUG)K	tH(GUG)K
S000006599	tH(GUG)M	tH(GUG)M
S000006600	tI(AAU)B	tI(AAU)B
S000006601	tI(AAU)D	tI(AAU)D
S000006602	tI(AAU)E1	tI(AAU)E1
S000006603	tI(AAU)E2	tI(AAU)E2
S000006604	tI(AAU)G	tI(AAU)G
S000006605	tI(AAU)I1	tI(AAU)I1
S000006606	tI(AAU)I2	tI(AAU)I2
S000006607	tI(AAU)L1	tI(AAU)L1
S000006608	tI(AAU)L2	tI(AAU)L2
S000006609	tI(AAU)N1	tI(AAU)N1
S000006610	tI(AAU)N2	tI(AAU)N2
S000006611	tI(AAU)P1	tI(AAU)P1
S000006612	tI(AAU)P2	tI(AAU)P2
S000006613	tI(UAU)D	tI(UAU)D
S000006614	tI(UAU)L	tI(UAU)L
S000006615	tK(CUU)C	tK(CUU)C
S000006616	tK(CUU)D1	tK(CUU)D1
S000006617	tK(CUU)D2	tK(CUU)D2
S000006618	tK(CUU)E1	tK(CUU)E1
S000006619	tK(CUU)E2	tK(CUU)E2
S000006620	tK(CUU)F	tK(CUU)F
S000006621	tK(CUU)G1	tK(CUU)G1
S000006622	tK(CUU)G2	tK(CUU)G2
S000006623	tK(CUU)G3	tK(CUU)G3
S000006624	tK(CUU)I	tK(CUU)I
S000006625	tK(CUU)J	tK(CUU)J
S000006626	tK(CUU)K	tK(CUU)K
S000006627	tK(CUU)M	tK(CUU)M
S000006628	tK(CUU)P	tK(CUU)P
S000006629	tK(UUU)D	tK(UUU)D
S000006630	tK(UUU)G1	tK(UUU)G1
S000006631	tK(UUU)G2	tK(UUU)G2
S000006632	tK(UUU)K	tK(UUU)K
S000006633	tK(UUU)L	tK(UUU)L
S000006634	tK(UUU)O	tK(UUU)O
S000006635	tK(UUU)P	tK(UUU)P
S000006636	SUP56	tL(CAA)A
S000006637	SUP53	tL(CAA)C
S000006638	tL(CAA)D	tL(CAA)D
S000006639	tL(CAA)G1	tL(CAA)G1
S000006640	SUP54	tL(CAA)G2
S000006641	tL(CAA)G3	tL(CAA)G3
S000006642	tL(CAA)K	tL(CAA)K
S000006643	tL(CAA)L	tL(CAA)L
S000006644	tL(CAA)M	tL(CAA)M
S000006645	tL(CAA)N	tL(CAA)N
S000006646	tL(GAG)G	tL(GAG)G
S000006647	tL(UAA)B1	tL(UAA)B1
S000006648	tL(UAA)B2	tL(UAA)B2
S000006649	tL(UAA)D	tL(UAA)D
S000006650	SUP51	tL(UAA)J|SUP52
S000006651	tL(UAA)K	tL(UAA)K
S000006652	tL(UAA)L	tL(UAA)L
S000006653	tL(UAA)N	tL(UAA)N
S000006654	tL(UAG)J	tL(UAG)J
S000006655	tL(UAG)L1	tL(UAG)L1
S000006656	tL(UAG)L2	tL(UAG)L2
S000006657	TLC1	TER1
S000006658	tM(CAU)C	tM(CAU)C
S000006659	EMT1	tM(CAU)D
S000006660	IMT4	tM(CAU)E
S000006661	EMT5	tM(CAU)J1
S000006662	EMT3	tM(CAU)J2
S000006663	IMT3	tM(CAU)J3
S000006664	EMT4	tM(CAU)M
S000006665	IMT1	tM(CAU)O1
S000006666	EMT2	tM(CAU)O2
S000006667	IMT2	tM(CAU)P
S000006668	tN(GUU)C	tN(GUU)C
S000006669	tN(GUU)F	tN(GUU)F
S000006670	tN(GUU)G	tN(GUU)G
S000006671	tN(GUU)K	tN(GUU)K
S000006672	tN(GUU)L	tN(GUU)L
S000006673	tN(GUU)N1	tN(GUU)N1
S000006674	tN(GUU)N2	tN(GUU)N2
S000006675	tN(GUU)O1	tN(GUU)O1
S000006676	tN(GUU)O2	tN(GUU)O2
S000006677	tN(GUU)P	tN(GUU)P
S000006678	SUF2	tP(AGG)C
S000006679	SUF10	tP(AGG)N
S000006680	TRN1	tP(UGG)A
S000006681	SUF9	tP(UGG)F
S000006682	SUF8	tP(UGG)H
S000006683	tP(UGG)L	tP(UGG)L
S000006684	SUF7	tP(UGG)M
S000006685	tP(UGG)N1	tP(UGG)N1
S000006686	tP(UGG)N2	tP(UGG)N2
S000006687	tP(UGG)O1	tP(UGG)O1
S000006688	SUF11	tP(UGG)O2
S000006689	tP(UGG)O3	tP(UGG)O3
S000006690	CDC65	tQ(CUG)M|DNA33|SUP60|SUP70
S000006691	tQ(UUG)B	tQ(UUG)B
S000006692	tQ(UUG)C	tQ(UUG)C
S000006693	tQ(UUG)D1	tQ(UUG)D1
S000006694	tQ(UUG)D2	tQ(UUG)D2
S000006695	tQ(UUG)D3	tQ(UUG)D3
S000006696	tQ(UUG)E1	tQ(UUG)E1
S000006697	tQ(UUG)E2	tQ(UUG)E2
S000006698	tQ(UUG)H	tQ(UUG)H
S000006699	tQ(UUG)L	tQ(UUG)L
S000006700	tR(ACG)D	tR(ACG)D
S000006701	tR(ACG)E	tR(ACG)E
S000006702	tR(ACG)J	tR(ACG)J
S000006703	tR(ACG)K	tR(ACG)K
S000006704	tR(ACG)L	tR(ACG)L
S000006705	tR(ACG)O	tR(ACG)O
S000006706	TRR4	tR(CCG)L
S000006707	HSX1	tR(CCU)J
S000006708	tR(UCU)B	tR(UCU)B
S000006709	tR(UCU)D	tR(UCU)D
S000006710	tR(UCU)E	tR(UCU)E
S000006711	tR(UCU)G1	tR(UCU)G1
S000006712	tR(UCU)G2	tR(UCU)G2
S000006713	tR(UCU)G3	tR(UCU)G3
S000006714	tR(UCU)J1	tR(UCU)J1
S000006715	tR(UCU)J2	tR(UCU)J2
S000006716	tR(UCU)K	tR(UCU)K
S000006717	tR(UCU)M1	tR(UCU)M1
S000006718	tR(UCU)M2	tR(UCU)M2
S000006719	tS(AGA)A	tS(AGA)A
S000006720	tS(AGA)B	tS(AGA)B
S000006721	tS(AGA)D1	tS(AGA)D1
S000006722	tS(AGA)D2	tS(AGA)D2
S000006723	tS(AGA)D3	tS(AGA)D3
S000006724	tS(AGA)E	tS(AGA)E
S000006725	tS(AGA)G	tS(AGA)G
S000006726	tS(AGA)H	tS(AGA)H
S000006727	tS(AGA)J	tS(AGA)J
S000006728	tS(AGA)L	tS(AGA)L
S000006729	tS(AGA)M	tS(AGA)M
S000006730	SUP61	tS(CGA)C
S000006731	tS(GCU)F	tS(GCU)F
S000006732	tX(XXX)L	tX(XXX)L|tS(GCU)L
S000006733	tS(GCU)O	tS(GCU)O
